Date,Open,High,Low,Close,Adj Close,Volume
2024-02-01,59.570000,61.009998,59.360001,60.980000,60.980000,15870900
2024-02-02,60.820000,60.869999,60.230000,60.540001,60.540001,17543500
2024-02-05,60.380001,60.380001,59.880001,60.040001,60.040001,12759600
2024-02-06,59.959999,60.049999,59.680000,59.939999,59.939999,12775200
2024-02-07,60.070000,60.209999,59.939999,59.990002,59.990002,10259900
2024-02-08,59.889999,59.970001,59.410000,59.830002,59.830002,12874800
2024-02-09,59.470001,59.580002,59.029999,59.560001,59.560001,15231400
